clause_id,model,win_share
23,checkpoints/llama3.1-8b-hard-panel-control-k50,0.275
24,checkpoints/llama3.1-8b-hard-panel,0.38666666666666666
24,checkpoints/llama3.1-8b-hard-panel-control-k100,0.26166666666666666
24,checkpoints/llama3.1-8b-hard-panel-control-k50,0.3516666666666667
25,checkpoints/llama3.1-8b-hard-panel,0.3516666666666667
25,checkpoints/llama3.1-8b-hard-panel-control-k100,0.31
25,checkpoints/llama3.1-8b-hard-panel-control-k50,0.3383333333333333
26,checkpoints/llama3.1-8b-hard-panel,0.325
26,checkpoints/llama3.1-8b-hard-panel-control-k100,0.41333333333333333
26,checkpoints/llama3.1-8b-hard-panel-control-k50,0.26166666666666666
27,checkpoints/llama3.1-8b-hard-panel,0.34833333333333333
27,checkpoints/llama3.1-8b-hard-panel-control-k100,0.35833333333333334
27,checkpoints/llama3.1-8b-hard-panel-control-k50,0.29333333333333333
28,checkpoints/llama3.1-8b-hard-panel,0.49166666666666664
28,checkpoints/llama3.1-8b-hard-panel-control-k100,0.24166666666666667
28,checkpoints/llama3.1-8b-hard-panel-control-k50,0.26666666666666666
29,checkpoints/llama3.1-8b-hard-panel,0.4066666666666667
29,checkpoints/llama3.1-8b-hard-panel-control-k100,0.3333333333333333
29,checkpoints/llama3.1-8b-hard-panel-control-k50,0.26
30,checkpoints/llama3.1-8b-hard-panel,0.32
30,checkpoints/llama3.1-8b-hard-panel-control-k100,0.4033333333333333
30,checkpoints/llama3.1-8b-hard-panel-control-k50,0.27666666666666667
31,checkpoints/llama3.1-8b-hard-panel,0.345
31,checkpoints/llama3.1-8b-hard-panel-control-k100,0.28
31,checkpoints/llama3.1-8b-hard-panel-control-k50,0.375
32,checkpoints/llama3.1-8b-hard-panel,0.435
32,checkpoints/llama3.1-8b-hard-panel-control-k100,0.24666666666666667
32,checkpoints/llama3.1-8b-hard-panel-control-k50,0.31833333333333336
33,checkpoints/llama3.1-8b-hard-panel,0.4083333333333333
33,checkpoints/llama3.1-8b-hard-panel-control-k100,0.305
33,checkpoints/llama3.1-8b-hard-panel-control-k50,0.2866666666666667
34,checkpoints/llama3.1-8b-hard-panel,0.37333333333333335
34,checkpoints/llama3.1-8b-hard-panel-control-k100,0.3983333333333333
34,checkpoints/llama3.1-8b-hard-panel-control-k50,0.22833333333333333
35,checkpoints/llama3.1-8b-hard-panel,0.38166666666666665
35,checkpoints/llama3.1-8b-hard-panel-control-k100,0.3416666666666667
35,checkpoints/llama3.1-8b-hard-panel-control-k50,0.27666666666666667
36,checkpoints/llama3.1-8b-hard-panel,0.345
36,checkpoints/llama3.1-8b-hard-panel-control-k100,0.37166666666666665
36,checkpoints/llama3.1-8b-hard-panel-control-k50,0.2833333333333333
37,checkpoints/llama3.1-8b-hard-panel,0.2733333333333333
37,checkpoints/llama3.1-8b-hard-panel-control-k100,0.37333333333333335
37,checkpoints/llama3.1-8b-hard-panel-control-k50,0.35333333333333333
38,checkpoints/llama3.1-8b-hard-panel,0.35
38,checkpoints/llama3.1-8b-hard-panel-control-k100,0.3283333333333333
38,checkpoints/llama3.1-8b-hard-panel-control-k50,0.32166666666666666
39,checkpoints/llama3.1-8b-hard-panel,0.42
39,checkpoints/llama3.1-8b-hard-panel-control-k100,0.3883333333333333
39,checkpoints/llama3.1-8b-hard-panel-control-k50,0.19166666666666668
40,checkpoints/llama3.1-8b-hard-panel,0.38
40,checkpoints/llama3.1-8b-hard-panel-control-k100,0.33166666666666667
40,checkpoints/llama3.1-8b-hard-panel-control-k50,0.28833333333333333
41,checkpoints/llama3.1-8b-hard-panel,0.365
41,checkpoints/llama3.1-8b-hard-panel-control-k100,0.36
41,checkpoints/llama3.1-8b-hard-panel-control-k50,0.275
42,checkpoints/llama3.1-8b-hard-panel,0.405
42,checkpoints/llama3.1-8b-hard-panel-control-k100,0.36
42,checkpoints/llama3.1-8b-hard-panel-control-k50,0.235
43,checkpoints/llama3.1-8b-hard-panel,0.4166666666666667
43,checkpoints/llama3.1-8b-hard-panel-control-k100,0.25666666666666665
43,checkpoints/llama3.1-8b-hard-panel-control-k50,0.32666666666666666
44,checkpoints/llama3.1-8b-hard-panel,0.41833333333333333
44,checkpoints/llama3.1-8b-hard-panel-control-k100,0.305
44,checkpoints/llama3.1-8b-hard-panel-control-k50,0.27666666666666667
45,checkpoints/llama3.1-8b-hard-panel,0.295
45,checkpoints/llama3.1-8b-hard-panel-control-k100,0.36666666666666664
45,checkpoints/llama3.1-8b-hard-panel-control-k50,0.3383333333333333
46,checkpoints/llama3.1-8b-hard-panel,0.37166666666666665
46,checkpoints/llama3.1-8b-hard-panel-control-k100,0.39166666666666666
46,checkpoints/llama3.1-8b-hard-panel-control-k50,0.23666666666666666
47,checkpoints/llama3.1-8b-hard-panel,0.41333333333333333
47,checkpoints/llama3.1-8b-hard-panel-control-k100,0.27
47,checkpoints/llama3.1-8b-hard-panel-control-k50,0.31666666666666665
48,checkpoints/llama3.1-8b-hard-panel,0.4216666666666667
48,checkpoints/llama3.1-8b-hard-panel-control-k100,0.2816666666666667
48,checkpoints/llama3.1-8b-hard-panel-control-k50,0.2966666666666667
49,checkpoints/llama3.1-8b-hard-panel,0.335
49,checkpoints/llama3.1-8b-hard-panel-control-k100,0.36333333333333334
49,checkpoints/llama3.1-8b-hard-panel-control-k50,0.3016666666666667
50,checkpoints/llama3.1-8b-hard-panel,0.4766666666666667
50,checkpoints/llama3.1-8b-hard-panel-control-k100,0.21166666666666667
50,checkpoints/llama3.1-8b-hard-panel-control-k50,0.31166666666666665
51,checkpoints/llama3.1-8b-hard-panel,0.3016666666666667
51,checkpoints/llama3.1-8b-hard-panel-control-k100,0.31666666666666665
51,checkpoints/llama3.1-8b-hard-panel-control-k50,0.38166666666666665
52,checkpoints/llama3.1-8b-hard-panel,0.38166666666666665
52,checkpoints/llama3.1-8b-hard-panel-control-k100,0.30333333333333334
52,checkpoints/llama3.1-8b-hard-panel-control-k50,0.315
53,checkpoints/llama3.1-8b-hard-panel,0.42833333333333334
53,checkpoints/llama3.1-8b-hard-panel-control-k100,0.2866666666666667
53,checkpoints/llama3.1-8b-hard-panel-control-k50,0.285
54,checkpoints/llama3.1-8b-hard-panel,0.38
54,checkpoints/llama3.1-8b-hard-panel-control-k100,0.3566666666666667
54,checkpoints/llama3.1-8b-hard-panel-control-k50,0.2633333333333333
55,checkpoints/llama3.1-8b-hard-panel,0.43833333333333335
55,checkpoints/llama3.1-8b-hard-panel-control-k100,0.3333333333333333
55,checkpoints/llama3.1-8b-hard-panel-control-k50,0.22833333333333333
56,checkpoints/llama3.1-8b-hard-panel,0.35833333333333334
56,checkpoints/llama3.1-8b-hard-panel-control-k100,0.365
56,checkpoints/llama3.1-8b-hard-panel-control-k50,0.27666666666666667
57,checkpoints/llama3.1-8b-hard-panel,0.385
57,checkpoints/llama3.1-8b-hard-panel-control-k100,0.31666666666666665
57,checkpoints/llama3.1-8b-hard-panel-control-k50,0.29833333333333334
58,checkpoints/llama3.1-8b-hard-panel,0.4266666666666667
58,checkpoints/llama3.1-8b-hard-panel-control-k100,0.28833333333333333
58,checkpoints/llama3.1-8b-hard-panel-control-k50,0.285
59,checkpoints/llama3.1-8b-hard-panel,0.3516666666666667
59,checkpoints/llama3.1-8b-hard-panel-control-k100,0.27
59,checkpoints/llama3.1-8b-hard-panel-control-k50,0.37833333333333335
60,checkpoints/llama3.1-8b-hard-panel,0.4066666666666667
60,checkpoints/llama3.1-8b-hard-panel-control-k100,0.2833333333333333
60,checkpoints/llama3.1-8b-hard-panel-control-k50,0.31
61,checkpoints/llama3.1-8b-hard-panel,0.265
61,checkpoints/llama3.1-8b-hard-panel-control-k100,0.38
61,checkpoints/llama3.1-8b-hard-panel-control-k50,0.355
62,checkpoints/llama3.1-8b-hard-panel,0.3516666666666667
62,checkpoints/llama3.1-8b-hard-panel-control-k100,0.295
62,checkpoints/llama3.1-8b-hard-panel-control-k50,0.35333333333333333
63,checkpoints/llama3.1-8b-hard-panel,0.40166666666666667
63,checkpoints/llama3.1-8b-hard-panel-control-k100,0.30833333333333335
63,checkpoints/llama3.1-8b-hard-panel-control-k50,0.29
64,checkpoints/llama3.1-8b-hard-panel,0.36
64,checkpoints/llama3.1-8b-hard-panel-control-k100,0.34
64,checkpoints/llama3.1-8b-hard-panel-control-k50,0.3
65,checkpoints/llama3.1-8b-hard-panel,0.43833333333333335
65,checkpoints/llama3.1-8b-hard-panel-control-k100,0.28
65,checkpoints/llama3.1-8b-hard-panel-control-k50,0.2816666666666667
66,checkpoints/llama3.1-8b-hard-panel,0.41833333333333333
66,checkpoints/llama3.1-8b-hard-panel-control-k100,0.295
66,checkpoints/llama3.1-8b-hard-panel-control-k50,0.2866666666666667
67,checkpoints/llama3.1-8b-hard-panel,0.41
67,checkpoints/llama3.1-8b-hard-panel-control-k100,0.33166666666666667
67,checkpoints/llama3.1-8b-hard-panel-control-k50,0.25833333333333336
68,checkpoints/llama3.1-8b-hard-panel,0.29833333333333334
68,checkpoints/llama3.1-8b-hard-panel-control-k100,0.32666666666666666
68,checkpoints/llama3.1-8b-hard-panel-control-k50,0.375
69,checkpoints/llama3.1-8b-hard-panel,0.33166666666666667
69,checkpoints/llama3.1-8b-hard-panel-control-k100,0.30833333333333335
69,checkpoints/llama3.1-8b-hard-panel-control-k50,0.36
70,checkpoints/llama3.1-8b-hard-panel,0.45
70,checkpoints/llama3.1-8b-hard-panel-control-k100,0.2916666666666667
70,checkpoints/llama3.1-8b-hard-panel-control-k50,0.25833333333333336
71,checkpoints/llama3.1-8b-hard-panel,0.35
71,checkpoints/llama3.1-8b-hard-panel-control-k100,0.30333333333333334
71,checkpoints/llama3.1-8b-hard-panel-control-k50,0.3466666666666667
72,checkpoints/llama3.1-8b-hard-panel,0.2866666666666667
72,checkpoints/llama3.1-8b-hard-panel-control-k100,0.36
72,checkpoints/llama3.1-8b-hard-panel-control-k50,0.35333333333333333
73,checkpoints/llama3.1-8b-hard-panel,0.31333333333333335
73,checkpoints/llama3.1-8b-hard-panel-control-k100,0.44
73,checkpoints/llama3.1-8b-hard-panel-control-k50,0.24666666666666667
74,checkpoints/llama3.1-8b-hard-panel,0.4083333333333333
74,checkpoints/llama3.1-8b-hard-panel-control-k100,0.21666666666666667
74,checkpoints/llama3.1-8b-hard-panel-control-k50,0.375
75,checkpoints/llama3.1-8b-hard-panel,0.4066666666666667
75,checkpoints/llama3.1-8b-hard-panel-control-k100,0.2866666666666667
75,checkpoints/llama3.1-8b-hard-panel-control-k50,0.30666666666666664
