clause_id,model,win_share
16,checkpoints/llama3.1-8b-soft-panel-control-k50,0.37666666666666665
17,checkpoints/llama3.1-8b-soft-panel,0.3566666666666667
17,checkpoints/llama3.1-8b-soft-panel-control-k100,0.30666666666666664
17,checkpoints/llama3.1-8b-soft-panel-control-k50,0.33666666666666667
18,checkpoints/llama3.1-8b-soft-panel,0.25
18,checkpoints/llama3.1-8b-soft-panel-control-k100,0.4266666666666667
18,checkpoints/llama3.1-8b-soft-panel-control-k50,0.3233333333333333
19,checkpoints/llama3.1-8b-soft-panel,0.22833333333333333
19,checkpoints/llama3.1-8b-soft-panel-control-k100,0.36333333333333334
19,checkpoints/llama3.1-8b-soft-panel-control-k50,0.4083333333333333
20,checkpoints/llama3.1-8b-soft-panel,0.33
20,checkpoints/llama3.1-8b-soft-panel-control-k100,0.35
20,checkpoints/llama3.1-8b-soft-panel-control-k50,0.32
21,checkpoints/llama3.1-8b-soft-panel,0.255
21,checkpoints/llama3.1-8b-soft-panel-control-k100,0.3433333333333333
21,checkpoints/llama3.1-8b-soft-panel-control-k50,0.40166666666666667
22,checkpoints/llama3.1-8b-soft-panel,0.4166666666666667
22,checkpoints/llama3.1-8b-soft-panel-control-k100,0.295
22,checkpoints/llama3.1-8b-soft-panel-control-k50,0.28833333333333333
23,checkpoints/llama3.1-8b-soft-panel,0.33166666666666667
23,checkpoints/llama3.1-8b-soft-panel-control-k100,0.32166666666666666
23,checkpoints/llama3.1-8b-soft-panel-control-k50,0.3466666666666667
24,checkpoints/llama3.1-8b-soft-panel,0.4116666666666667
24,checkpoints/llama3.1-8b-soft-panel-control-k100,0.31
24,checkpoints/llama3.1-8b-soft-panel-control-k50,0.2783333333333333
25,checkpoints/llama3.1-8b-soft-panel,0.37833333333333335
25,checkpoints/llama3.1-8b-soft-panel-control-k100,0.31
25,checkpoints/llama3.1-8b-soft-panel-control-k50,0.31166666666666665
26,checkpoints/llama3.1-8b-soft-panel,0.3016666666666667
26,checkpoints/llama3.1-8b-soft-panel-control-k100,0.32
26,checkpoints/llama3.1-8b-soft-panel-control-k50,0.37833333333333335
27,checkpoints/llama3.1-8b-soft-panel,0.2683333333333333
27,checkpoints/llama3.1-8b-soft-panel-control-k100,0.39
27,checkpoints/llama3.1-8b-soft-panel-control-k50,0.3416666666666667
28,checkpoints/llama3.1-8b-soft-panel,0.3333333333333333
28,checkpoints/llama3.1-8b-soft-panel-control-k100,0.37666666666666665
28,checkpoints/llama3.1-8b-soft-panel-control-k50,0.29
29,checkpoints/llama3.1-8b-soft-panel,0.2733333333333333
29,checkpoints/llama3.1-8b-soft-panel-control-k100,0.3283333333333333
29,checkpoints/llama3.1-8b-soft-panel-control-k50,0.3983333333333333
30,checkpoints/llama3.1-8b-soft-panel,0.37666666666666665
30,checkpoints/llama3.1-8b-soft-panel-control-k100,0.31333333333333335
30,checkpoints/llama3.1-8b-soft-panel-control-k50,0.31
31,checkpoints/llama3.1-8b-soft-panel,0.24
31,checkpoints/llama3.1-8b-soft-panel-control-k100,0.3383333333333333
31,checkpoints/llama3.1-8b-soft-panel-control-k50,0.4216666666666667
32,checkpoints/llama3.1-8b-soft-panel,0.20833333333333334
32,checkpoints/llama3.1-8b-soft-panel-control-k100,0.3933333333333333
32,checkpoints/llama3.1-8b-soft-panel-control-k50,0.3983333333333333
33,checkpoints/llama3.1-8b-soft-panel,0.135
33,checkpoints/llama3.1-8b-soft-panel-control-k100,0.4716666666666667
33,checkpoints/llama3.1-8b-soft-panel-control-k50,0.3933333333333333
34,checkpoints/llama3.1-8b-soft-panel,0.24
34,checkpoints/llama3.1-8b-soft-panel-control-k100,0.375
34,checkpoints/llama3.1-8b-soft-panel-control-k50,0.385
35,checkpoints/llama3.1-8b-soft-panel,0.30833333333333335
35,checkpoints/llama3.1-8b-soft-panel-control-k100,0.365
35,checkpoints/llama3.1-8b-soft-panel-control-k50,0.32666666666666666
36,checkpoints/llama3.1-8b-soft-panel,0.20833333333333334
36,checkpoints/llama3.1-8b-soft-panel-control-k100,0.40166666666666667
36,checkpoints/llama3.1-8b-soft-panel-control-k50,0.39
37,checkpoints/llama3.1-8b-soft-panel,0.35
37,checkpoints/llama3.1-8b-soft-panel-control-k100,0.29
37,checkpoints/llama3.1-8b-soft-panel-control-k50,0.36
38,checkpoints/llama3.1-8b-soft-panel,0.385
38,checkpoints/llama3.1-8b-soft-panel-control-k100,0.27666666666666667
38,checkpoints/llama3.1-8b-soft-panel-control-k50,0.3383333333333333
39,checkpoints/llama3.1-8b-soft-panel,0.25333333333333335
39,checkpoints/llama3.1-8b-soft-panel-control-k100,0.3883333333333333
39,checkpoints/llama3.1-8b-soft-panel-control-k50,0.35833333333333334
40,checkpoints/llama3.1-8b-soft-panel,0.235
40,checkpoints/llama3.1-8b-soft-panel-control-k100,0.4083333333333333
40,checkpoints/llama3.1-8b-soft-panel-control-k50,0.3566666666666667
41,checkpoints/llama3.1-8b-soft-panel,0.34833333333333333
41,checkpoints/llama3.1-8b-soft-panel-control-k100,0.345
41,checkpoints/llama3.1-8b-soft-panel-control-k50,0.30666666666666664
42,checkpoints/llama3.1-8b-soft-panel,0.33666666666666667
42,checkpoints/llama3.1-8b-soft-panel-control-k100,0.35
42,checkpoints/llama3.1-8b-soft-panel-control-k50,0.31333333333333335
43,checkpoints/llama3.1-8b-soft-panel,0.28833333333333333
43,checkpoints/llama3.1-8b-soft-panel-control-k100,0.3383333333333333
43,checkpoints/llama3.1-8b-soft-panel-control-k50,0.37333333333333335
44,checkpoints/llama3.1-8b-soft-panel,0.37666666666666665
44,checkpoints/llama3.1-8b-soft-panel-control-k100,0.29
44,checkpoints/llama3.1-8b-soft-panel-control-k50,0.3333333333333333
45,checkpoints/llama3.1-8b-soft-panel,0.335
45,checkpoints/llama3.1-8b-soft-panel-control-k100,0.3616666666666667
45,checkpoints/llama3.1-8b-soft-panel-control-k50,0.30333333333333334
46,checkpoints/llama3.1-8b-soft-panel,0.27
46,checkpoints/llama3.1-8b-soft-panel-control-k100,0.385
46,checkpoints/llama3.1-8b-soft-panel-control-k50,0.345
47,checkpoints/llama3.1-8b-soft-panel,0.37166666666666665
47,checkpoints/llama3.1-8b-soft-panel-control-k100,0.3
47,checkpoints/llama3.1-8b-soft-panel-control-k50,0.3283333333333333
48,checkpoints/llama3.1-8b-soft-panel,0.31
48,checkpoints/llama3.1-8b-soft-panel-control-k100,0.345
48,checkpoints/llama3.1-8b-soft-panel-control-k50,0.345
49,checkpoints/llama3.1-8b-soft-panel,0.355
49,checkpoints/llama3.1-8b-soft-panel-control-k100,0.3416666666666667
49,checkpoints/llama3.1-8b-soft-panel-control-k50,0.30333333333333334
50,checkpoints/llama3.1-8b-soft-panel,0.325
50,checkpoints/llama3.1-8b-soft-panel-control-k100,0.32666666666666666
50,checkpoints/llama3.1-8b-soft-panel-control-k50,0.34833333333333333
51,checkpoints/llama3.1-8b-soft-panel,0.435
51,checkpoints/llama3.1-8b-soft-panel-control-k100,0.285
51,checkpoints/llama3.1-8b-soft-panel-control-k50,0.28
52,checkpoints/llama3.1-8b-soft-panel,0.29333333333333333
52,checkpoints/llama3.1-8b-soft-panel-control-k100,0.3
52,checkpoints/llama3.1-8b-soft-panel-control-k50,0.4066666666666667
53,checkpoints/llama3.1-8b-soft-panel,0.2866666666666667
53,checkpoints/llama3.1-8b-soft-panel-control-k100,0.34
53,checkpoints/llama3.1-8b-soft-panel-control-k50,0.37333333333333335
54,checkpoints/llama3.1-8b-soft-panel,0.37166666666666665
54,checkpoints/llama3.1-8b-soft-panel-control-k100,0.35833333333333334
54,checkpoints/llama3.1-8b-soft-panel-control-k50,0.27
55,checkpoints/llama3.1-8b-soft-panel,0.23166666666666666
55,checkpoints/llama3.1-8b-soft-panel-control-k100,0.41
55,checkpoints/llama3.1-8b-soft-panel-control-k50,0.35833333333333334
56,checkpoints/llama3.1-8b-soft-panel,0.14333333333333334
56,checkpoints/llama3.1-8b-soft-panel-control-k100,0.4166666666666667
56,checkpoints/llama3.1-8b-soft-panel-control-k50,0.44
57,checkpoints/llama3.1-8b-soft-panel,0.27666666666666667
57,checkpoints/llama3.1-8b-soft-panel-control-k100,0.39166666666666666
57,checkpoints/llama3.1-8b-soft-panel-control-k50,0.33166666666666667
58,checkpoints/llama3.1-8b-soft-panel,0.3283333333333333
58,checkpoints/llama3.1-8b-soft-panel-control-k100,0.36333333333333334
58,checkpoints/llama3.1-8b-soft-panel-control-k50,0.30833333333333335
59,checkpoints/llama3.1-8b-soft-panel,0.3516666666666667
59,checkpoints/llama3.1-8b-soft-panel-control-k100,0.2966666666666667
59,checkpoints/llama3.1-8b-soft-panel-control-k50,0.3516666666666667
60,checkpoints/llama3.1-8b-soft-panel,0.34833333333333333
60,checkpoints/llama3.1-8b-soft-panel-control-k100,0.2916666666666667
60,checkpoints/llama3.1-8b-soft-panel-control-k50,0.36
61,checkpoints/llama3.1-8b-soft-panel,0.14166666666666666
61,checkpoints/llama3.1-8b-soft-panel-control-k100,0.41
61,checkpoints/llama3.1-8b-soft-panel-control-k50,0.4483333333333333
62,checkpoints/llama3.1-8b-soft-panel,0.34
62,checkpoints/llama3.1-8b-soft-panel-control-k100,0.32666666666666666
62,checkpoints/llama3.1-8b-soft-panel-control-k50,0.3333333333333333
63,checkpoints/llama3.1-8b-soft-panel,0.17333333333333334
63,checkpoints/llama3.1-8b-soft-panel-control-k100,0.4166666666666667
63,checkpoints/llama3.1-8b-soft-panel-control-k50,0.41
64,checkpoints/llama3.1-8b-soft-panel,0.375
64,checkpoints/llama3.1-8b-soft-panel-control-k100,0.3466666666666667
64,checkpoints/llama3.1-8b-soft-panel-control-k50,0.2783333333333333
65,checkpoints/llama3.1-8b-soft-panel,0.35
65,checkpoints/llama3.1-8b-soft-panel-control-k100,0.37833333333333335
65,checkpoints/llama3.1-8b-soft-panel-control-k50,0.27166666666666667
66,checkpoints/llama3.1-8b-soft-panel,0.3516666666666667
66,checkpoints/llama3.1-8b-soft-panel-control-k100,0.30666666666666664
66,checkpoints/llama3.1-8b-soft-panel-control-k50,0.3416666666666667
67,checkpoints/llama3.1-8b-soft-panel,0.27166666666666667
67,checkpoints/llama3.1-8b-soft-panel-control-k100,0.385
67,checkpoints/llama3.1-8b-soft-panel-control-k50,0.3433333333333333
68,checkpoints/llama3.1-8b-soft-panel,0.42333333333333334
68,checkpoints/llama3.1-8b-soft-panel-control-k100,0.30833333333333335
68,checkpoints/llama3.1-8b-soft-panel-control-k50,0.2683333333333333
69,checkpoints/llama3.1-8b-soft-panel,0.38
69,checkpoints/llama3.1-8b-soft-panel-control-k100,0.345
69,checkpoints/llama3.1-8b-soft-panel-control-k50,0.275
70,checkpoints/llama3.1-8b-soft-panel,0.26666666666666666
70,checkpoints/llama3.1-8b-soft-panel-control-k100,0.37166666666666665
70,checkpoints/llama3.1-8b-soft-panel-control-k50,0.3616666666666667
71,checkpoints/llama3.1-8b-soft-panel,0.34833333333333333
71,checkpoints/llama3.1-8b-soft-panel-control-k100,0.39166666666666666
71,checkpoints/llama3.1-8b-soft-panel-control-k50,0.26
72,checkpoints/llama3.1-8b-soft-panel,0.35333333333333333
72,checkpoints/llama3.1-8b-soft-panel-control-k100,0.3616666666666667
72,checkpoints/llama3.1-8b-soft-panel-control-k50,0.285
73,checkpoints/llama3.1-8b-soft-panel,0.37
73,checkpoints/llama3.1-8b-soft-panel-control-k100,0.325
73,checkpoints/llama3.1-8b-soft-panel-control-k50,0.305
74,checkpoints/llama3.1-8b-soft-panel,0.13166666666666665
74,checkpoints/llama3.1-8b-soft-panel-control-k100,0.43166666666666664
74,checkpoints/llama3.1-8b-soft-panel-control-k50,0.43666666666666665
75,checkpoints/llama3.1-8b-soft-panel,0.25666666666666665
75,checkpoints/llama3.1-8b-soft-panel-control-k100,0.3416666666666667
75,checkpoints/llama3.1-8b-soft-panel-control-k50,0.40166666666666667
