clause_id,checkpoints/llama3.1-8b-adversary-hard,checkpoints/llama3.1-8b-adversary-soft,checkpoints/llama3.1-8b-full-prism,checkpoints/llama3.1-8b-hard-panel,checkpoints/llama3.1-8b-soft-panel,checkpoints/llama3.1-8b-us-rep,meta-llama/Llama-3.1-8B
60,0.1880952380952381,0.09714285714285714,0.11476190476190476,0.1657142857142857,0.0869047619047619,0.1469047619047619,0.20047619047619047
61,0.07857142857142857,0.19285714285714287,0.18476190476190477,0.1269047619047619,0.21119047619047618,0.14095238095238094,0.06476190476190476
62,0.17785714285714285,0.15166666666666667,0.17785714285714285,0.17523809523809525,0.17047619047619048,0.08880952380952381,0.058095238095238096
63,0.15071428571428572,0.13380952380952382,0.15595238095238095,0.16071428571428573,0.17642857142857143,0.1376190476190476,0.08476190476190476
64,0.19023809523809523,0.08428571428571428,0.07357142857142857,0.19285714285714287,0.08952380952380952,0.16476190476190475,0.20476190476190476
65,0.18714285714285714,0.11833333333333333,0.09166666666666666,0.1457142857142857,0.09523809523809523,0.17261904761904762,0.18928571428571428
66,0.1492857142857143,0.09238095238095238,0.11238095238095239,0.14333333333333334,0.08547619047619047,0.21047619047619048,0.20666666666666667
67,0.09976190476190476,0.1569047619047619,0.15904761904761905,0.16952380952380952,0.18857142857142858,0.12071428571428572,0.10547619047619047
68,0.135,0.13238095238095238,0.12785714285714286,0.14476190476190476,0.11261904761904762,0.16857142857142857,0.1788095238095238
69,0.19095238095238096,0.10357142857142858,0.07476190476190477,0.1926190476190476,0.06571428571428571,0.15666666666666668,0.21571428571428572
70,0.0769047619047619,0.18261904761904763,0.18738095238095237,0.15857142857142856,0.20404761904761906,0.12547619047619046,0.065
71,0.1326190476190476,0.1311904761904762,0.14857142857142858,0.14714285714285713,0.15095238095238095,0.14214285714285715,0.1473809523809524
72,0.1138095238095238,0.17666666666666667,0.15523809523809523,0.15095238095238095,0.1688095238095238,0.12547619047619046,0.10904761904761905
73,0.1442857142857143,0.11714285714285715,0.11357142857142857,0.16857142857142857,0.12357142857142857,0.16428571428571428,0.16857142857142857
74,0.20666666666666667,0.11476190476190476,0.13,0.15333333333333332,0.0988095238095238,0.16357142857142856,0.13285714285714287
75,0.14166666666666666,0.1407142857142857,0.15119047619047618,0.1630952380952381,0.14333333333333334,0.16380952380952382,0.09619047619047619
